,match,bowling_team,BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB,match_id
425,India VS Netherlands,Netherlands,Mohammed Shami,4,0,27,1,6.75,10,2,0,0,0,T20I # 1848
426,India VS Netherlands,Netherlands,"15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos","15.4 to TJG Pringle, goes full on the stumps from wide of the crease, Pringle gets a leading edge as he looks to work it to the leg side and Kohli, running to his right from mid-off, takes an excellent catch running sideways.. 87/6See all photos",T20I # 1848
427,India VS Netherlands,Netherlands,Axar Patel,4,0,18,2,4.50,11,0,0,0,0,T20I # 1848
428,India VS Netherlands,Netherlands,"4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos","4.2 to MP O'Dowd, Axar strikes with his second ball. Full on off and middle. O'Dowd moves across and looks to sweep it fine but misses. And the ball clatters into the stumps. 20/29.2 to BFW de Leede, length outside off, goes for the cut but ends up slicing it towards backward point. Pandya takes a step to his right and leaps to take it with both hands. 47/3See all photos",T20I # 1848
429,India VS Netherlands,Netherlands,Hardik Pandya,1,0,9,0,9.00,1,0,0,1,0,T20I # 1848
430,India VS Netherlands,Netherlands,Ravichandran Ashwin,4,0,21,2,5.25,13,1,1,1,0,T20I # 1848
431,India VS Netherlands,Netherlands,"12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5","12.1 to CN Ackermann, holes out to Axar at deep midwicket. Ashwin missed out on two opportunities to get a wicket in the previous over, doesn't this time. Lands a full carrom ball on middle, Ackermann looks to swing it into the leg side over the ropes but holes out to the lone man there. Got no real power behind the stroke.. 62/412.4 to TLW Cooper, oh, dear. Another hit straight to the fielder, this time at deep square. Cooper looks to hoick him over deep backward square as Ashwin bowls the traditional off spin a tad slower, gets this to dip and turn, there's a hint of extra bounce as well that Cooper doesn't account for as he swings through and ends up hitting it straight to the substitute fielder, Deepak Hooda, who makes no mistake. Netherlands are falling apart here.. 63/5",T20I # 1848
432,Zimbabwe VS Pakistan,Zimbabwe,Shaheen Shah Afridi,4,0,29,0,7.25,9,3,0,0,0,T20I # 1849
433,Zimbabwe VS Pakistan,Zimbabwe,Naseem Shah,4,0,34,0,8.50,7,4,0,2,0,T20I # 1849
434,Zimbabwe VS Pakistan,Zimbabwe,Mohammad Wasim,4,0,24,4,6.00,16,2,1,4,0,T20I # 1849
435,Zimbabwe VS Pakistan,Zimbabwe,"5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8","5.2 to W Madhevere, clobbered on the pads, a hopeful appeal but that looked to the naked eye like some typical Perth carry. Pakistan are reviewing all the same. Struck Madhevere high on the pad flap, but no, it's hitting off! Sufficiently flush to trigger three reds! That's a surprise, but he was a long way back, and that's the end of a fine cameo. 43/214.3 to Sikandar Raza, bounced out at deep square leg. Slower bouncer at 124 kph, Raza tries to whack this with a pull over a sizable square boundary at more than 80 meters and makes good contact but it needed something great to clear the rope. Simple catch taken 10 yards in at chest height.. 95/614.4 to LM Jongwe, chop on! 143 kph delivery back of a length on middle, Jongwe is cramped for room leaning back to try to run this off an open face to deep third man to get off the mark but instead it cannons into the stumps off a bottom edge.. 95/719.3 to B Evans, bullseye! Full and straight at 143 kph, Evans goes for another big heave and misses a half-volley, middle and leg stump are knocked back halfway up. Wasim was going for yorker and missed the length badly but the pace was still too hot for Evans to handle.. 126/8",T20I # 1849
436,Zimbabwe VS Pakistan,Zimbabwe,Haris Rauf,4,1,12,1,3.00,15,0,0,0,0,T20I # 1849
437,Zimbabwe VS Pakistan,Zimbabwe,"4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos","4.6 to CR Ervine, fast and violent, and Ervine top-edges his pull! Took his eyes off the ball at the moment of impact, beaten for sheer pace, Wasim jogs back at short fine leg, and that's the end of a lively opening stand. 42/1See all photos",T20I # 1849
438,Zimbabwe VS Pakistan,Zimbabwe,Shadab Khan,4,0,23,3,5.75,8,1,0,0,0,T20I # 1849
